渔船ID,坐标X,坐标Y,速度,方向,时间,作业类型,海域
粤渔2945,548.11,314.68,8.8,228,2025-06-24 16:55:00,流刺网,舟山群岛
粤渔2945,548.63,312.33,6.5,265,2025-06-24 17:32:00,流刺网,舟山群岛
粤渔2945,549.48,315.19,4.9,356,2025-06-24 17:56:00,流刺网,舟山群岛
粤渔2945,548.39,314.79,9.3,56,2025-06-24 18:33:00,流刺网,舟山群岛
粤渔2945,550.35,312.11,6.8,238,2025-06-24 19:01:00,流刺网,舟山群岛
粤渔2945,547.76,310.11,9.6,47,2025-06-24 19:26:00,流刺网,舟山群岛
粤渔2945,545.78,308.61,7.5,224,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,547.9,310.17,8.7,177,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,549.31,307.8,8.8,221,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,547.85,308.23,8.7,169,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,547.04,308.06,8.4,158,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,545.22,306.44,8.8,243,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,545.66,305.86,6.0,259,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,547.44,305.55,7.0,125,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,546.55,305.51,9.8,246,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,547.96,305.94,4.0,195,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,546.33,303.41,8.5,354,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,545.95,306.3,5.2,136,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,545.93,307.28,8.2,216,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,544.91,310.11,5.1,193,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,545.86,311.48,9.6,261,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,545.05,312.86,7.8,294,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,545.34,313.97,5.6,87,2025-06-24 20:00:00,流刺网,舟山群岛
粤渔2945,543.87,311.27,8.3,59,2025-06-24 20:00:00,流刺网,舟山群岛
鲁渔8260,331.1,252.18,9.1,13,2025-06-09 03:59:00,流刺网,黄海中部
鲁渔8260,330.94,254.3,10.0,354,2025-06-09 04:30:00,流刺网,黄海中部
鲁渔8260,333.82,251.78,7.8,41,2025-06-09 05:01:00,流刺网,黄海中部
鲁渔8260,332.36,249.59,10.0,329,2025-06-09 05:31:00,流刺网,黄海中部
鲁渔8260,333.44,250.09,8.9,358,2025-06-09 06:00:00,流刺网,黄海中部
鲁渔8260,331.47,250.13,9.8,356,2025-06-09 06:29:00,流刺网,黄海中部
鲁渔8260,334.4,253.0,9.8,269,2025-06-09 06:57:00,流刺网,黄海中部
鲁渔8260,332.75,255.8,5.4,41,2025-06-09 07:28:00,流刺网,黄海中部
鲁渔8260,331.56,253.29,4.6,0,2025-06-09 07:55:00,流刺网,黄海中部
鲁渔8260,329.19,253.75,6.2,259,2025-06-09 08:28:00,流刺网,黄海中部
鲁渔8260,330.65,255.38,4.3,51,2025-06-09 09:03:00,流刺网,黄海中部
鲁渔8260,332.78,257.78,7.9,293,2025-06-09 09:28:00,流刺网,黄海中部
鲁渔8260,333.91,259.92,6.4,272,2025-06-09 10:02:00,流刺网,黄海中部
鲁渔8260,336.72,257.65,9.8,261,2025-06-09 10:29:00,流刺网,黄海中部
鲁渔8260,338.9,258.08,7.0,61,2025-06-09 11:00:00,流刺网,黄海中部
鲁渔8260,341.2,258.29,7.4,297,2025-06-09 11:29:00,流刺网,黄海中部
鲁渔8260,339.1,257.38,9.2,309,2025-06-09 11:59:00,流刺网,黄海中部
鲁渔8260,339.45,256.85,4.8,202,2025-06-09 12:26:00,流刺网,黄海中部
鲁渔8260,339.15,254.99,6.5,291,2025-06-09 12:59:00,流刺网,黄海中部
鲁渔8260,338.54,257.4,4.9,280,2025-06-09 13:33:00,流刺网,黄海中部
鲁渔8260,337.09,258.59,7.2,318,2025-06-09 13:57:00,流刺网,黄海中部
鲁渔8260,336.05,257.44,4.7,182,2025-06-09 14:32:00,流刺网,黄海中部
鲁渔8260,337.52,254.48,4.5,336,2025-06-09 14:55:00,流刺网,黄海中部
鲁渔8260,336.57,255.21,7.7,261,2025-06-09 15:25:00,流刺网,黄海中部
鲁渔8260,333.79,253.13,4.4,271,2025-06-09 15:59:00,流刺网,黄海中部
鲁渔8260,335.9,251.94,7.1,161,2025-06-09 16:28:00,流刺网,黄海中部
鲁渔8260,333.01,254.81,5.5,349,2025-06-09 16:57:00,流刺网,黄海中部
鲁渔8260,332.99,253.3,8.7,302,2025-06-09 17:32:00,流刺网,黄海中部
鲁渔8260,334.85,255.3,7.2,4,2025-06-09 17:56:00,流刺网,黄海中部
鲁渔8260,336.26,254.68,9.6,135,2025-06-09 18:35:00,流刺网,黄海中部
鲁渔8260,337.31,255.39,7.9,37,2025-06-09 19:02:00,流刺网,黄海中部
鲁渔8260,334.54,258.02,8.7,217,2025-06-09 19:27:00,流刺网,黄海中部
鲁渔8260,,,6.8,268,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,331.75,254.9,4.1,148,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,333.61,256.68,8.8,169,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,334.59,254.83,8.8,112,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,335.49,253.23,9.3,305,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,336.61,254.34,4.1,46,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,334.37,254.48,6.0,26,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,,,9.4,284,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,334.52,258.7,4.2,332,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,337.03,258.97,4.8,215,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,335.2,260.75,9.4,247,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,333.04,260.26,8.6,185,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,331.81,262.65,9.5,204,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,328.9,259.79,9.5,49,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,327.04,262.39,6.3,247,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,328.97,261.44,4.1,109,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,327.7,263.68,7.0,214,2025-06-09 20:00:00,流刺网,黄海中部
鲁渔8260,329.07,261.18,9.8,149,2025-06-09 20:00:00,流刺网,黄海中部
粤渔7352,172.09,319.72,4.1,265,2025-06-28 04:05:00,拖网,渤海湾
粤渔7352,174.43,322.27,3.6,221,2025-06-28 04:34:00,拖网,渤海湾
粤渔7352,175.9,320.77,5.3,19,2025-06-28 04:57:00,拖网,渤海湾
粤渔7352,173.42,320.18,4.6,28,2025-06-28 05:30:00,拖网,渤海湾
粤渔7352,174.09,318.48,5.5,65,2025-06-28 06:02:00,拖网,渤海湾
粤渔7352,174.35,319.98,4.0,138,2025-06-28 06:35:00,拖网,渤海湾
粤渔7352,173.99,322.87,5.5,151,2025-06-28 06:58:00,拖网,渤海湾
粤渔7352,175.84,322.1,5.2,78,2025-06-28 07:31:00,拖网,渤海湾
粤渔7352,173.26,320.29,4.4,28,2025-06-28 08:01:00,拖网,渤海湾
粤渔7352,171.23,322.23,2.9,95,2025-06-28 08:31:00,拖网,渤海湾
粤渔7352,173.81,324.94,4.6,26,2025-06-28 08:58:00,拖网,渤海湾
粤渔7352,176.39,323.8,3.3,33,2025-06-28 09:29:00,拖网,渤海湾
粤渔7352,176.19,325.08,4.8,194,2025-06-28 09:57:00,拖网,渤海湾
粤渔7352,174.52,323.19,2.9,2,2025-06-28 10:30:00,拖网,渤海湾
粤渔7352,176.63,325.15,5.6,180,2025-06-28 11:02:00,拖网,渤海湾
粤渔7352,178.07,322.48,2.5,107,2025-06-28 11:29:00,拖网,渤海湾
粤渔7352,176.76,323.95,5.0,155,2025-06-28 11:55:00,拖网,渤海湾
粤渔7352,175.97,325.78,5.3,66,2025-06-28 12:31:00,拖网,渤海湾
粤渔7352,174.33,325.49,4.3,0,2025-06-28 12:58:00,拖网,渤海湾
粤渔7352,176.02,322.8,5.4,142,2025-06-28 13:25:00,拖网,渤海湾
粤渔7352,176.98,320.09,2.9,185,2025-06-28 14:05:00,拖网,渤海湾
粤渔7352,178.21,322.14,4.1,279,2025-06-28 14:34:00,拖网,渤海湾
粤渔7352,177.02,324.46,5.5,115,2025-06-28 14:58:00,拖网,渤海湾
粤渔7352,174.38,322.88,2.8,123,2025-06-28 15:27:00,拖网,渤海湾
粤渔7352,173.82,320.03,2.8,48,2025-06-28 16:00:00,拖网,渤海湾
粤渔7352,175.12,319.19,5.4,83,2025-06-28 16:32:00,拖网,渤海湾
粤渔7352,172.84,319.93,2.8,170,2025-06-28 17:03:00,拖网,渤海湾
粤渔7352,175.13,321.36,5.5,219,2025-06-28 17:33:00,拖网,渤海湾
粤渔7352,172.37,320.67,5.6,118,2025-06-28 17:55:00,拖网,渤海湾
粤渔7352,173.36,322.49,4.9,117,2025-06-28 18:32:00,拖网,渤海湾
粤渔7352,175.55,321.17,5.8,335,2025-06-28 19:00:00,拖网,渤海湾
粤渔7352,173.9,320.2,2.6,27,2025-06-28 19:29:00,拖网,渤海湾
粤渔7352,174.69,322.5,4.0,214,2025-06-28 19:56:00,拖网,渤海湾
粤渔7352,177.41,320.05,4.5,232,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,177.72,321.99,5.1,279,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,174.76,321.12,3.8,289,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,177.23,323.96,2.3,309,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,176.46,323.87,3.6,286,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,177.28,326.77,2.6,5,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,177.38,324.9,2.7,89,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,176.75,324.99,3.5,148,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,177.79,325.04,4.7,247,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,178.71,327.01,2.6,190,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,178.46,327.02,3.5,207,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,176.88,328.15,3.2,220,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,174.83,325.3,2.4,210,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,174.37,326.88,4.2,148,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,175.74,324.78,2.5,250,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,177.4,325.3,5.8,55,2025-06-28 20:00:00,拖网,渤海湾
粤渔7352,178.09,322.78,5.7,341,2025-06-28 20:00:00,拖网,渤海湾
闽渔4428,539.76,337.42,9.7,114,2025-06-30 04:01:00,流刺网,舟山群岛
闽渔4428,538.24,335.5,8.1,104,2025-06-30 04:28:00,流刺网,舟山群岛
闽渔4428,538.5,334.4,4.2,129,2025-06-30 04:55:00,流刺网,舟山群岛
闽渔4428,536.49,335.98,4.6,104,2025-06-30 05:25:00,流刺网,舟山群岛
闽渔4428,539.01,338.85,9.6,265,2025-06-30 05:56:00,流刺网,舟山群岛
闽渔4428,540.12,339.94,4.7,249,2025-06-30 06:35:00,流刺网,舟山群岛
闽渔4428,538.29,341.13,6.1,118,2025-06-30 06:55:00,流刺网,舟山群岛
闽渔4428,538.29,342.13,6.9,181,2025-06-30 07:31:00,流刺网,舟山群岛
闽渔4428,538.67,339.28,5.9,230,2025-06-30 07:55:00,流刺网,舟山群岛
闽渔4428,539.68,341.02,4.3,283,2025-06-30 08:27:00,流刺网,舟山群岛
闽渔4428,539.8,339.86,7.5,166,2025-06-30 09:03:00,流刺网,舟山群岛
闽渔4428,539.32,337.31,7.3,58,2025-06-30 09:35:00,流刺网,舟山群岛
闽渔4428,536.47,335.9,9.1,215,2025-06-30 09:55:00,流刺网,舟山群岛
闽渔4428,535.29,333.4,8.9,189,2025-06-30 10:34:00,流刺网,舟山群岛
闽渔4428,536.66,335.04,6.0,185,2025-06-30 11:05:00,流刺网,舟山群岛
闽渔4428,538.52,334.67,4.4,230,2025-06-30 11:32:00,流刺网,舟山群岛
闽渔4428,538.09,335.21,5.4,161,2025-06-30 11:57:00,流刺网,舟山群岛
闽渔4428,538.31,335.2,4.5,103,2025-06-30 12:35:00,流刺网,舟山群岛
闽渔4428,539.81,335.54,7.4,109,2025-06-30 13:02:00,流刺网,舟山群岛
闽渔4428,538.11,338.41,8.5,139,2025-06-30 13:35:00,流刺网,舟山群岛
闽渔4428,536.68,336.85,8.0,287,2025-06-30 14:01:00,流刺网,舟山群岛
闽渔4428,537.81,338.37,9.3,68,2025-06-30 14:35:00,流刺网,舟山群岛
闽渔4428,535.19,338.73,7.2,101,2025-06-30 14:57:00,流刺网,舟山群岛
闽渔4428,532.9,338.25,9.8,167,2025-06-30 15:33:00,流刺网,舟山群岛
闽渔4428,534.96,336.84,4.5,19,2025-06-30 15:56:00,流刺网,舟山群岛
闽渔4428,532.67,334.94,7.9,135,2025-06-30 16:33:00,流刺网,舟山群岛
闽渔4428,529.75,332.58,7.5,105,2025-06-30 17:02:00,流刺网,舟山群岛
闽渔4428,529.85,334.13,6.4,90,2025-06-30 17:29:00,流刺网,舟山群岛
闽渔4428,530.77,336.51,6.0,188,2025-06-30 17:59:00,流刺网,舟山群岛
闽渔4428,533.43,334.81,6.5,11,2025-06-30 18:29:00,流刺网,舟山群岛
闽渔4428,535.56,335.42,7.4,49,2025-06-30 19:04:00,流刺网,舟山群岛
闽渔4428,537.29,336.24,9.6,342,2025-06-30 19:27:00,流刺网,舟山群岛
闽渔4428,538.1,333.99,39.8,311,2025-06-30 19:57:00,流刺网,舟山群岛
闽渔4428,539.89,334.24,8.6,256,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,541.17,333.95,7.0,270,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,542.45,332.84,4.2,135,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,541.9,329.92,4.3,221,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,,,8.6,273,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,,,5.9,250,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,540.69,329.34,4.6,60,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,538.53,326.39,8.5,211,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,540.33,324.89,7.2,331,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,541.63,322.04,8.1,348,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,543.69,320.35,7.7,90,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,543.19,318.15,9.7,319,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,540.78,319.24,7.6,66,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,538.41,321.21,8.1,169,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,539.24,323.5,8.5,11,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,541.5,323.39,37.3,42,2025-06-30 20:00:00,流刺网,舟山群岛
闽渔4428,542.99,320.9,7.8,300,2025-06-30 20:00:00,流刺网,舟山群岛
苏渔6309,322.8,255.63,8.7,348,2025-06-16 04:01:00,流刺网,黄海中部
苏渔6309,322.16,255.18,5.0,195,2025-06-16 04:25:00,流刺网,黄海中部
苏渔6309,321.27,253.5,5.2,294,2025-06-16 04:59:00,流刺网,黄海中部
苏渔6309,319.41,252.66,5.3,335,2025-06-16 05:32:00,流刺网,黄海中部
苏渔6309,320.47,251.33,5.5,327,2025-06-16 06:05:00,流刺网,黄海中部
苏渔6309,322.5,248.5,4.8,47,2025-06-16 06:26:00,流刺网,黄海中部
苏渔6309,,,9.9,221,2025-06-16 06:56:00,流刺网,黄海中部
苏渔6309,322.31,248.88,7.0,250,2025-06-16 07:27:00,流刺网,黄海中部
苏渔6309,319.45,250.93,9.6,308,2025-06-16 08:01:00,流刺网,黄海中部
苏渔6309,321.0,250.5,8.4,305,2025-06-16 08:31:00,流刺网,黄海中部
苏渔6309,320.94,250.46,8.1,182,2025-06-16 09:03:00,流刺网,黄海中部
苏渔6309,319.68,250.95,5.2,55,2025-06-16 09:31:00,流刺网,黄海中部
苏渔6309,316.84,253.52,4.3,117,2025-06-16 09:57:00,流刺网,黄海中部
苏渔6309,,,7.9,274,2025-06-16 10:26:00,流刺网,黄海中部
苏渔6309,318.45,256.74,8.0,330,2025-06-16 11:05:00,流刺网,黄海中部
苏渔6309,315.65,254.05,4.6,8,2025-06-16 11:25:00,流刺网,黄海中部
苏渔6309,316.57,254.16,4.1,247,2025-06-16 12:01:00,流刺网,黄海中部
苏渔6309,317.41,251.91,7.1,252,2025-06-16 12:25:00,流刺网,黄海中部
苏渔6309,318.49,251.24,8.0,167,2025-06-16 12:59:00,流刺网,黄海中部
苏渔6309,318.03,250.9,6.1,31,2025-06-16 13:26:00,流刺网,黄海中部
苏渔6309,319.05,249.48,4.1,135,2025-06-16 14:01:00,流刺网,黄海中部
苏渔6309,320.93,251.51,7.7,22,2025-06-16 14:34:00,流刺网,黄海中部
苏渔6309,322.11,250.11,6.8,25,2025-06-16 15:03:00,流刺网,黄海中部
苏渔6309,323.99,252.64,6.8,6,2025-06-16 15:26:00,流刺网,黄海中部
苏渔6309,322.99,250.83,4.8,22,2025-06-16 15:59:00,流刺网,黄海中部
苏渔6309,322.57,252.88,9.3,52,2025-06-16 16:31:00,流刺网,黄海中部
苏渔6309,323.5,254.61,7.2,227,2025-06-16 16:55:00,流刺网,黄海中部
苏渔6309,321.53,252.2,6.6,27,2025-06-16 17:34:00,流刺网,黄海中部
苏渔6309,322.22,250.32,6.8,314,2025-06-16 18:03:00,流刺网,黄海中部
苏渔6309,323.27,248.02,6.9,24,2025-06-16 18:30:00,流刺网,黄海中部
苏渔6309,324.37,246.55,6.5,234,2025-06-16 19:02:00,流刺网,黄海中部
苏渔6309,323.5,244.86,8.1,23,2025-06-16 19:30:00,流刺网,黄海中部
苏渔6309,323.12,245.73,8.6,295,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,321.06,243.39,5.5,266,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,322.04,246.07,4.0,123,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,323.36,246.35,5.1,164,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,324.44,244.14,8.7,75,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,326.87,242.53,4.7,189,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,324.66,239.85,5.4,245,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,326.77,237.05,9.7,282,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,329.07,234.99,9.3,142,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,326.79,236.5,8.0,203,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,325.9,234.52,6.8,335,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,325.19,237.33,9.9,303,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,327.87,236.72,7.5,241,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,326.91,234.71,7.7,77,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,323.97,234.48,4.9,201,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,325.35,232.2,7.2,92,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,327.12,234.9,8.7,235,2025-06-16 20:00:00,流刺网,黄海中部
苏渔6309,324.18,233.59,8.8,230,2025-06-16 20:00:00,流刺网,黄海中部
苏渔8576,558.75,188.64,4.0,60,2025-06-20 03:56:00,拖网,东海近海
苏渔8576,556.91,189.14,2.4,148,2025-06-20 04:25:00,拖网,东海近海
苏渔8576,554.26,189.13,4.5,200,2025-06-20 04:55:00,拖网,东海近海
苏渔8576,556.5,189.83,2.7,301,2025-06-20 05:33:00,拖网,东海近海
苏渔8576,556.83,188.51,2.8,204,2025-06-20 05:55:00,拖网,东海近海
苏渔8576,556.23,189.77,5.0,164,2025-06-20 06:35:00,拖网,东海近海
苏渔8576,557.22,187.11,3.3,166,2025-06-20 07:00:00,拖网,东海近海
苏渔8576,555.73,189.13,5.3,176,2025-06-20 07:28:00,拖网,东海近海
苏渔8576,557.3,187.6,2.6,284,2025-06-20 08:03:00,拖网,东海近海
苏渔8576,559.47,186.59,3.3,111,2025-06-20 08:30:00,拖网,东海近海
苏渔8576,556.62,188.06,5.0,67,2025-06-20 08:55:00,拖网,东海近海
苏渔8576,555.23,186.99,2.5,27,2025-06-20 09:27:00,拖网,东海近海
苏渔8576,553.49,187.92,30.7,245,2025-06-20 10:03:00,拖网,东海近海
苏渔8576,553.63,187.7,2.3,233,2025-06-20 10:26:00,拖网,东海近海
苏渔8576,551.01,189.01,4.9,195,2025-06-20 11:03:00,拖网,东海近海
苏渔8576,553.9,186.2,2.7,153,2025-06-20 11:25:00,拖网,东海近海
苏渔8576,553.88,187.44,3.8,93,2025-06-20 12:05:00,拖网,东海近海
苏渔8576,553.08,185.78,3.2,324,2025-06-20 12:31:00,拖网,东海近海
苏渔8576,553.3,183.73,4.4,347,2025-06-20 12:57:00,拖网,东海近海
苏渔8576,551.51,181.33,5.2,131,2025-06-20 13:35:00,拖网,东海近海
苏渔8576,553.67,179.89,3.6,66,2025-06-20 14:02:00,拖网,东海近海
苏渔8576,551.3,181.84,4.6,95,2025-06-20 14:25:00,拖网,东海近海
苏渔8576,549.45,184.46,2.4,322,2025-06-20 14:57:00,拖网,东海近海
苏渔8576,550.87,183.09,5.7,355,2025-06-20 15:26:00,拖网,东海近海
苏渔8576,550.84,180.89,2.9,7,2025-06-20 15:55:00,拖网,东海近海
苏渔8576,550.48,179.44,5.2,16,2025-06-20 16:33:00,拖网,东海近海
苏渔8576,551.61,182.22,5.9,319,2025-06-20 17:02:00,拖网,东海近海
苏渔8576,552.9,183.81,5.0,127,2025-06-20 17:30:00,拖网,东海近海
苏渔8576,553.68,186.31,4.0,40,2025-06-20 17:59:00,拖网,东海近海
苏渔8576,554.08,185.16,4.8,254,2025-06-20 18:26:00,拖网,东海近海
苏渔8576,,,5.7,194,2025-06-20 19:02:00,拖网,东海近海
苏渔8576,553.2,186.93,5.2,353,2025-06-20 19:28:00,拖网,东海近海
苏渔8576,554.99,185.54,2.6,103,2025-06-20 19:55:00,拖网,东海近海
苏渔8576,556.81,184.63,2.8,267,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,555.39,185.99,2.5,260,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,555.6,186.34,5.1,305,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,554.29,184.11,5.5,12,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,554.34,185.08,3.7,311,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,,,4.4,92,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,551.41,183.85,5.6,240,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,548.47,185.15,4.7,244,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,549.5,182.88,3.2,27,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,551.24,185.42,2.6,351,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,551.25,187.32,3.8,235,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,551.78,185.9,2.8,256,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,551.17,186.97,5.4,310,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,553.78,185.9,4.9,279,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,553.55,186.99,3.3,349,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,553.24,187.76,2.5,298,2025-06-20 20:00:00,拖网,东海近海
苏渔8576,551.68,186.32,4.7,267,2025-06-20 20:00:00,拖网,东海近海
粤渔8750,280.84,227.06,9.9,357,2025-06-09 03:55:00,流刺网,黄海中部
粤渔8750,280.5,225.82,7.2,156,2025-06-09 04:28:00,流刺网,黄海中部
粤渔8750,282.43,225.81,8.9,319,2025-06-09 04:57:00,流刺网,黄海中部
粤渔8750,283.8,223.54,4.5,227,2025-06-09 05:35:00,流刺网,黄海中部
粤渔8750,283.34,222.95,5.7,318,2025-06-09 06:00:00,流刺网,黄海中部
粤渔8750,284.5,220.27,9.1,353,2025-06-09 06:34:00,流刺网,黄海中部
粤渔8750,286.33,220.69,5.2,312,2025-06-09 07:03:00,流刺网,黄海中部
粤渔8750,283.55,221.91,8.8,335,2025-06-09 07:27:00,流刺网,黄海中部
粤渔8750,284.13,222.58,4.1,49,2025-06-09 07:59:00,流刺网,黄海中部
粤渔8750,283.52,220.5,8.6,6,2025-06-09 08:29:00,流刺网,黄海中部
粤渔8750,282.34,221.94,4.9,161,2025-06-09 09:03:00,流刺网,黄海中部
粤渔8750,281.85,220.33,5.1,196,2025-06-09 09:27:00,流刺网,黄海中部
粤渔8750,281.64,221.53,6.0,72,2025-06-09 10:04:00,流刺网,黄海中部
粤渔8750,283.35,220.83,5.3,313,2025-06-09 10:28:00,流刺网,黄海中部
粤渔8750,284.14,220.85,8.2,340,2025-06-09 10:58:00,流刺网,黄海中部
粤渔8750,283.09,218.27,6.6,309,2025-06-09 11:31:00,流刺网,黄海中部
粤渔8750,284.88,217.12,6.8,50,2025-06-09 12:04:00,流刺网,黄海中部
粤渔8750,287.26,218.46,6.0,281,2025-06-09 12:26:00,流刺网,黄海中部
粤渔8750,290.26,220.08,6.5,133,2025-06-09 12:58:00,流刺网,黄海中部
粤渔8750,292.41,218.07,7.5,63,2025-06-09 13:35:00,流刺网,黄海中部
粤渔8750,289.73,217.17,8.1,226,2025-06-09 13:55:00,流刺网,黄海中部
粤渔8750,288.77,214.3,8.4,297,2025-06-09 14:25:00,流刺网,黄海中部
粤渔8750,286.7,211.56,4.1,208,2025-06-09 14:58:00,流刺网,黄海中部
粤渔8750,284.56,211.61,7.7,38,2025-06-09 15:31:00,流刺网,黄海中部
粤渔8750,286.21,209.28,5.4,197,2025-06-09 16:05:00,流刺网,黄海中部
粤渔8750,284.33,211.84,7.2,13,2025-06-09 16:26:00,流刺网,黄海中部
粤渔8750,287.28,210.54,6.6,281,2025-06-09 16:55:00,流刺网,黄海中部
粤渔8750,288.91,210.05,4.3,97,2025-06-09 17:26:00,流刺网,黄海中部
粤渔8750,288.84,212.65,9.2,133,2025-06-09 17:59:00,流刺网,黄海中部
粤渔8750,288.19,213.55,7.3,321,2025-06-09 18:28:00,流刺网,黄海中部
粤渔8750,287.35,214.36,4.3,136,2025-06-09 19:02:00,流刺网,黄海中部
粤渔8750,289.74,211.85,10.0,337,2025-06-09 19:29:00,流刺网,黄海中部
粤渔8750,290.42,210.26,5.5,179,2025-06-09 19:56:00,流刺网,黄海中部
粤渔8750,287.96,207.46,10.0,170,2025-06-09 20:00:00,流刺网,黄海中部
粤渔8750,286.88,208.48,7.2,25,2025-06-09 20:00:00,流刺网,黄海中部
粤渔8750,285.62,210.12,9.7,87,2025-06-09 20:00:00,流刺网,黄海中部
粤渔8750,287.19,212.76,4.6,281,2025-06-09 20:00:00,流刺网,黄海中部
粤渔8750,284.98,213.03,4.7,274,2025-06-09 20:00:00,流刺网,黄海中部
